"YEAR","MH1","RACE","MARSTAT","Subgroup_Population"
2017,"Trauma/Stress-related Disorder",1,4,774
2017,"Trauma/Stress-related Disorder",2,1,2740
2017,"Trauma/Stress-related Disorder",2,2,822
2017,"Trauma/Stress-related Disorder",2,3,138
2017,"Trauma/Stress-related Disorder",2,4,471
2017,"Trauma/Stress-related Disorder",3,1,73114
2017,"Trauma/Stress-related Disorder",3,2,4805
2017,"Trauma/Stress-related Disorder",3,3,2245
2017,"Trauma/Stress-related Disorder",3,4,3793
2017,"Trauma/Stress-related Disorder",4,1,709
2017,"Trauma/Stress-related Disorder",4,2,107
2017,"Trauma/Stress-related Disorder",4,3,33
2017,"Trauma/Stress-related Disorder",4,4,98
2017,"Trauma/Stress-related Disorder",5,1,216121
2017,"Trauma/Stress-related Disorder",5,2,32554
2017,"Trauma/Stress-related Disorder",5,3,11837
2017,"Trauma/Stress-related Disorder",5,4,31567
2017,"Trauma/Stress-related Disorder",6,1,26471
2017,"Trauma/Stress-related Disorder",6,2,2742
2017,"Trauma/Stress-related Disorder",6,3,994
2017,"Trauma/Stress-related Disorder",6,4,2095
2017,"Anxiety Disorder",1,1,2417
2017,"Anxiety Disorder",1,2,431
2017,"Anxiety Disorder",1,3,145
2017,"Anxiety Disorder",1,4,421
2017,"Anxiety Disorder",2,1,1751
2017,"Anxiety Disorder",2,2,563
2017,"Anxiety Disorder",2,3,53
2017,"Anxiety Disorder",2,4,257
2017,"Anxiety Disorder",3,1,27510
2017,"Anxiety Disorder",3,2,2441
2017,"Anxiety Disorder",3,3,1232
2017,"Anxiety Disorder",3,4,2389
2017,"Anxiety Disorder",4,1,366
2017,"Anxiety Disorder",4,2,62
2017,"Anxiety Disorder",4,3,13
2017,"Anxiety Disorder",4,4,45
2017,"Anxiety Disorder",5,1,152120
2017,"Anxiety Disorder",5,2,31467
2017,"Anxiety Disorder",5,3,8990
2017,"Anxiety Disorder",5,4,28782
2017,"Anxiety Disorder",6,1,14758
2017,"Anxiety Disorder",6,2,2021
2017,"Anxiety Disorder",6,3,687
2017,"Anxiety Disorder",6,4,1531
2017,"ADHD",1,1,1731
2017,"ADHD",1,2,30
2017,"ADHD",1,3,3
2017,"ADHD",1,4,19
2017,"ADHD",2,1,1082
2017,"ADHD",2,2,37
2017,"ADHD",2,3,7
2017,"ADHD",2,4,23
2017,"ADHD",3,1,84958
2017,"ADHD",3,2,229
2017,"ADHD",3,3,103
2017,"ADHD",3,4,139
2017,"ADHD",4,1,249
2017,"ADHD",4,2,4
2017,"ADHD",5,1,168022
2017,"ADHD",5,2,3103
2017,"ADHD",5,3,805
2017,"ADHD",5,4,2362
2017,"ADHD",6,1,24973
2017,"ADHD",6,2,129
2017,"ADHD",6,3,53
2017,"ADHD",6,4,110
2017,"Conduct Disorder",1,1,456
2017,"Conduct Disorder",1,2,5
2017,"Conduct Disorder",1,3,1
2017,"Conduct Disorder",1,4,1
2017,"Conduct Disorder",2,1,296
2017,"Conduct Disorder",2,2,1
2017,"Conduct Disorder",2,4,1
2017,"Conduct Disorder",3,1,20146
2017,"Conduct Disorder",3,2,89
2017,"Conduct Disorder",3,3,28
2017,"Conduct Disorder",3,4,42
2017,"Conduct Disorder",4,1,79
2017,"Conduct Disorder",4,3,1
2017,"Conduct Disorder",5,1,30708
2017,"Conduct Disorder",5,2,323
2017,"Conduct Disorder",5,3,80
2017,"Conduct Disorder",5,4,253
2017,"Conduct Disorder",6,1,4781
2017,"Conduct Disorder",6,2,18
2017,"Conduct Disorder",6,3,7
2017,"Conduct Disorder",6,4,13
2017,"Delirium/Dementia",1,1,39
2017,"Delirium/Dementia",1,2,16
2017,"Delirium/Dementia",1,3,1
2017,"Delirium/Dementia",1,4,15
2017,"Delirium/Dementia",2,1,42
2017,"Delirium/Dementia",2,2,56
2017,"Delirium/Dementia",2,3,3
2017,"Delirium/Dementia",2,4,34
2017,"Delirium/Dementia",3,1,1215
2017,"Delirium/Dementia",3,2,237
2017,"Delirium/Dementia",3,3,94
2017,"Delirium/Dementia",3,4,556
2017,"Delirium/Dementia",4,1,12
2017,"Delirium/Dementia",4,2,1
2017,"Delirium/Dementia",5,1,3074
2017,"Delirium/Dementia",5,2,1447
2017,"Delirium/Dementia",5,3,228
2017,"Delirium/Dementia",5,4,2572
2017,"Delirium/Dementia",6,1,343
2017,"Delirium/Dementia",6,2,114
2017,"Delirium/Dementia",6,3,26
2017,"Delirium/Dementia",6,4,192
2017,"Bipolar Disorder",1,1,2012
2017,"Bipolar Disorder",1,2,584
2017,"Bipolar Disorder",1,3,284
2017,"Bipolar Disorder",1,4,845
2017,"Bipolar Disorder",2,1,1601
2017,"Bipolar Disorder",2,2,658
2017,"Bipolar Disorder",2,3,127
2017,"Bipolar Disorder",2,4,493
2017,"Bipolar Disorder",3,1,55395
2017,"Bipolar Disorder",3,2,5870
2017,"Bipolar Disorder",3,3,4241
2017,"Bipolar Disorder",3,4,7973
2017,"Bipolar Disorder",4,1,290
2017,"Bipolar Disorder",4,2,89
2017,"Bipolar Disorder",4,3,32
2017,"Bipolar Disorder",4,4,110
2017,"Bipolar Disorder",5,1,162750
2017,"Bipolar Disorder",5,2,47929
2017,"Bipolar Disorder",5,3,21937
2017,"Bipolar Disorder",5,4,70088
2017,"Bipolar Disorder",6,1,14777
2017,"Bipolar Disorder",6,2,2633
2017,"Bipolar Disorder",6,3,1315
2017,"Bipolar Disorder",6,4,3423
2017,"Depressive Disorder",1,1,5396
2017,"Depressive Disorder",1,2,1217
2017,"Depressive Disorder",1,3,567
2017,"Depressive Disorder",1,4,1527
2017,"Depressive Disorder",2,1,3911
2017,"Depressive Disorder",2,2,1864
2017,"Depressive Disorder",2,3,325
2017,"Depressive Disorder",2,4,1168
2017,"Depressive Disorder",3,1,118497
2017,"Depressive Disorder",3,2,13206
2017,"Depressive Disorder",3,3,9582
2017,"Depressive Disorder",3,4,18114
2017,"Depressive Disorder",4,1,808
2017,"Depressive Disorder",4,2,217
2017,"Depressive Disorder",4,3,67
2017,"Depressive Disorder",4,4,179
2017,"Depressive Disorder",5,1,315804
2017,"Depressive Disorder",5,2,94773
2017,"Depressive Disorder",5,3,36438
2017,"Depressive Disorder",5,4,120414
2017,"Depressive Disorder",6,1,38679
2017,"Depressive Disorder",6,2,7589
2017,"Depressive Disorder",6,3,3493
2017,"Depressive Disorder",6,4,7346
2017,"Oppositional Defiant Disorder",1,1,599
2017,"Oppositional Defiant Disorder",1,2,3
2017,"Oppositional Defiant Disorder",2,1,241
2017,"Oppositional Defiant Disorder",2,2,1
2017,"Oppositional Defiant Disorder",2,3,1
2017,"Oppositional Defiant Disorder",2,4,2
2017,"Oppositional Defiant Disorder",3,1,24703
2017,"Oppositional Defiant Disorder",3,2,36
2017,"Oppositional Defiant Disorder",3,3,16
2017,"Oppositional Defiant Disorder",3,4,15
2017,"Oppositional Defiant Disorder",4,1,64
2017,"Oppositional Defiant Disorder",5,1,39063
2017,"Oppositional Defiant Disorder",5,2,76
2017,"Oppositional Defiant Disorder",5,3,29
2017,"Oppositional Defiant Disorder",5,4,29
2017,"Oppositional Defiant Disorder",6,1,6170
2017,"Oppositional Defiant Disorder",6,2,3
2017,"Oppositional Defiant Disorder",6,3,2
2017,"Pervasive Developmental Disorders",1,1,211
2017,"Pervasive Developmental Disorders",2,1,805
2017,"Pervasive Developmental Disorders",2,2,2
2017,"Pervasive Developmental Disorders",3,1,7152
2017,"Pervasive Developmental Disorders",3,2,6
2017,"Pervasive Developmental Disorders",3,3,2
2017,"Pervasive Developmental Disorders",3,4,8
2017,"Pervasive Developmental Disorders",4,1,44
2017,"Pervasive Developmental Disorders",4,2,1
2017,"Pervasive Developmental Disorders",5,1,37166
2017,"Pervasive Developmental Disorders",5,2,116
2017,"Pervasive Developmental Disorders",5,3,25
2017,"Pervasive Developmental Disorders",5,4,59
2017,"Pervasive Developmental Disorders",6,1,5300
2017,"Pervasive Developmental Disorders",6,2,6
2017,"Pervasive Developmental Disorders",6,3,2
2017,"Pervasive Developmental Disorders",6,4,11
2017,"Personality Disorders",1,1,163
2017,"Personality Disorders",1,2,39
2017,"Personality Disorders",1,3,19
2017,"Personality Disorders",1,4,48
2017,"Personality Disorders",2,1,73
2017,"Personality Disorders",2,2,11
2017,"Personality Disorders",2,3,5
2017,"Personality Disorders",2,4,21
2017,"Personality Disorders",3,1,3539
2017,"Personality Disorders",3,2,467
2017,"Personality Disorders",3,3,165
2017,"Personality Disorders",3,4,349
2017,"Personality Disorders",4,1,15
2017,"Personality Disorders",4,2,8
2017,"Personality Disorders",4,3,3
2017,"Personality Disorders",4,4,3
2017,"Personality Disorders",5,1,8426
2017,"Personality Disorders",5,2,2270
2017,"Personality Disorders",5,3,940
2017,"Personality Disorders",5,4,2947
2017,"Personality Disorders",6,1,906
2017,"Personality Disorders",6,2,188
2017,"Personality Disorders",6,3,79
2017,"Personality Disorders",6,4,178
2017,"Schizophrenia or other Psychotic Disorders",1,1,2664
2017,"Schizophrenia or other Psychotic Disorders",1,2,315
2017,"Schizophrenia or other Psychotic Disorders",1,3,204
2017,"Schizophrenia or other Psychotic Disorders",1,4,666
2017,"Schizophrenia or other Psychotic Disorders",2,1,5018
2017,"Schizophrenia or other Psychotic Disorders",2,2,816
2017,"Schizophrenia or other Psychotic Disorders",2,3,218
2017,"Schizophrenia or other Psychotic Disorders",2,4,866
2017,"Schizophrenia or other Psychotic Disorders",3,1,113889
2017,"Schizophrenia or other Psychotic Disorders",3,2,9282
2017,"Schizophrenia or other Psychotic Disorders",3,3,6506
2017,"Schizophrenia or other Psychotic Disorders",3,4,14995
2017,"Schizophrenia or other Psychotic Disorders",4,1,685
2017,"Schizophrenia or other Psychotic Disorders",4,2,98
2017,"Schizophrenia or other Psychotic Disorders",4,3,36
2017,"Schizophrenia or other Psychotic Disorders",4,4,114
2017,"Schizophrenia or other Psychotic Disorders",5,1,150104
2017,"Schizophrenia or other Psychotic Disorders",5,2,19502
2017,"Schizophrenia or other Psychotic Disorders",5,3,8899
2017,"Schizophrenia or other Psychotic Disorders",5,4,41771
2017,"Schizophrenia or other Psychotic Disorders",6,1,16659
2017,"Schizophrenia or other Psychotic Disorders",6,2,1930
2017,"Schizophrenia or other Psychotic Disorders",6,3,905
2017,"Schizophrenia or other Psychotic Disorders",6,4,2920
2017,"Alcohol/Substance Use Disorders",1,1,504
2017,"Alcohol/Substance Use Disorders",1,2,99
2017,"Alcohol/Substance Use Disorders",1,3,48
2017,"Alcohol/Substance Use Disorders",1,4,87
2017,"Alcohol/Substance Use Disorders",2,1,249
2017,"Alcohol/Substance Use Disorders",2,2,43
2017,"Alcohol/Substance Use Disorders",2,3,8
2017,"Alcohol/Substance Use Disorders",2,4,31
2017,"Alcohol/Substance Use Disorders",3,1,7074
2017,"Alcohol/Substance Use Disorders",3,2,1510
2017,"Alcohol/Substance Use Disorders",3,3,523
2017,"Alcohol/Substance Use Disorders",3,4,822
2017,"Alcohol/Substance Use Disorders",4,1,55
2017,"Alcohol/Substance Use Disorders",4,2,21
2017,"Alcohol/Substance Use Disorders",4,3,2
2017,"Alcohol/Substance Use Disorders",4,4,6
2017,"Alcohol/Substance Use Disorders",5,1,22766
2017,"Alcohol/Substance Use Disorders",5,2,6569
2017,"Alcohol/Substance Use Disorders",5,3,2578
2017,"Alcohol/Substance Use Disorders",5,4,6806
2017,"Alcohol/Substance Use Disorders",6,1,1824
2017,"Alcohol/Substance Use Disorders",6,2,300
2017,"Alcohol/Substance Use Disorders",6,3,118
2017,"Alcohol/Substance Use Disorders",6,4,309
2017,"Other Disorder/Condition",1,1,1649
2017,"Other Disorder/Condition",1,2,224
2017,"Other Disorder/Condition",1,3,81
2017,"Other Disorder/Condition",1,4,211
2017,"Other Disorder/Condition",2,1,1787
2017,"Other Disorder/Condition",2,2,349
2017,"Other Disorder/Condition",2,3,32
2017,"Other Disorder/Condition",2,4,169
2017,"Other Disorder/Condition",3,1,40715
2017,"Other Disorder/Condition",3,2,2492
2017,"Other Disorder/Condition",3,3,1169
2017,"Other Disorder/Condition",3,4,2311
2017,"Other Disorder/Condition",4,1,228
2017,"Other Disorder/Condition",4,2,36
2017,"Other Disorder/Condition",4,3,6
2017,"Other Disorder/Condition",4,4,23
2017,"Other Disorder/Condition",5,1,110358
2017,"Other Disorder/Condition",5,2,15440
2017,"Other Disorder/Condition",5,3,4485
2017,"Other Disorder/Condition",5,4,15641
2017,"Other Disorder/Condition",6,1,15640
2017,"Other Disorder/Condition",6,2,1151
2017,"Other Disorder/Condition",6,3,446
2017,"Other Disorder/Condition",6,4,1086
2018,"Missing",1,1,3896
2018,"Missing",1,2,295
2018,"Missing",1,3,119
2018,"Missing",1,4,305
2018,"Missing",2,1,4356
2018,"Missing",2,2,2416
2018,"Missing",2,3,135
2018,"Missing",2,4,1347
2018,"Missing",3,1,76217
2018,"Missing",3,2,4554
2018,"Missing",3,3,2832
2018,"Missing",3,4,5377
2018,"Missing",4,1,416
2018,"Missing",4,2,68
2018,"Missing",4,3,12
2018,"Missing",4,4,37
2018,"Missing",5,1,215175
2018,"Missing",5,2,26336
2018,"Missing",5,3,10818
2018,"Missing",5,4,30036
2018,"Missing",6,1,24410
2018,"Missing",6,2,2089
2018,"Missing",6,3,783
2018,"Missing",6,4,1471
2018,"Trauma/Stress-related Disorder",1,1,6185
2018,"Trauma/Stress-related Disorder",1,2,677
2018,"Trauma/Stress-related Disorder",1,3,249
2018,"Trauma/Stress-related Disorder",1,4,696
2018,"Trauma/Stress-related Disorder",2,1,3261
2018,"Trauma/Stress-related Disorder",2,2,780
2018,"Trauma/Stress-related Disorder",2,3,114
2018,"Trauma/Stress-related Disorder",2,4,472
2018,"Trauma/Stress-related Disorder",3,1,80178
2018,"Trauma/Stress-related Disorder",3,2,3775
2018,"Trauma/Stress-related Disorder",3,3,1851
2018,"Trauma/Stress-related Disorder",3,4,3450
2018,"Trauma/Stress-related Disorder",4,1,995
2018,"Trauma/Stress-related Disorder",4,2,178
2018,"Trauma/Stress-related Disorder",4,3,44
2018,"Trauma/Stress-related Disorder",4,4,167
2018,"Trauma/Stress-related Disorder",5,1,250770
2018,"Trauma/Stress-related Disorder",5,2,27843
2018,"Trauma/Stress-related Disorder",5,3,10756
2018,"Trauma/Stress-related Disorder",5,4,29446
2018,"Trauma/Stress-related Disorder",6,1,33880
2018,"Trauma/Stress-related Disorder",6,2,3117
2018,"Trauma/Stress-related Disorder",6,3,1229
2018,"Trauma/Stress-related Disorder",6,4,2567
2018,"Anxiety Disorder",1,1,2888
2018,"Anxiety Disorder",1,2,408
2018,"Anxiety Disorder",1,3,159
2018,"Anxiety Disorder",1,4,424
2018,"Anxiety Disorder",2,1,2087
2018,"Anxiety Disorder",2,2,545
2018,"Anxiety Disorder",2,3,59
2018,"Anxiety Disorder",2,4,339
2018,"Anxiety Disorder",3,1,31864
2018,"Anxiety Disorder",3,2,2527
2018,"Anxiety Disorder",3,3,1169
2018,"Anxiety Disorder",3,4,2379
2018,"Anxiety Disorder",4,1,553
2018,"Anxiety Disorder",4,2,91
2018,"Anxiety Disorder",4,3,21
2018,"Anxiety Disorder",4,4,61
2018,"Anxiety Disorder",5,1,175500
2018,"Anxiety Disorder",5,2,30198
2018,"Anxiety Disorder",5,3,9090
2018,"Anxiety Disorder",5,4,28755
2018,"Anxiety Disorder",6,1,19245
2018,"Anxiety Disorder",6,2,2516
2018,"Anxiety Disorder",6,3,880
2018,"Anxiety Disorder",6,4,2166
2018,"ADHD",1,1,2275
2018,"ADHD",1,2,35
2018,"ADHD",1,3,9
2018,"ADHD",1,4,21
2018,"ADHD",2,1,1693
2018,"ADHD",2,2,45
2018,"ADHD",2,3,4
2018,"ADHD",2,4,24
2018,"ADHD",3,1,90491
2018,"ADHD",3,2,219
2018,"ADHD",3,3,77
2018,"ADHD",3,4,112
2018,"ADHD",4,1,370
2018,"ADHD",4,2,8
2018,"ADHD",4,3,2
2018,"ADHD",4,4,5
2018,"ADHD",5,1,191149
2018,"ADHD",5,2,3234
2018,"ADHD",5,3,880
2018,"ADHD",5,4,2467
2018,"ADHD",6,1,26834
2018,"ADHD",6,2,187
2018,"ADHD",6,3,74
2018,"ADHD",6,4,138
2018,"Conduct Disorder",1,1,476
2018,"Conduct Disorder",1,2,5
2018,"Conduct Disorder",2,1,347
2018,"Conduct Disorder",2,2,2
2018,"Conduct Disorder",3,1,18961
2018,"Conduct Disorder",3,2,69
2018,"Conduct Disorder",3,3,21
2018,"Conduct Disorder",3,4,39
2018,"Conduct Disorder",4,1,86
2018,"Conduct Disorder",4,2,2
2018,"Conduct Disorder",4,3,1
2018,"Conduct Disorder",4,4,1
2018,"Conduct Disorder",5,1,29995
2018,"Conduct Disorder",5,2,309
2018,"Conduct Disorder",5,3,84
2018,"Conduct Disorder",5,4,229
2018,"Conduct Disorder",6,1,4796
2018,"Conduct Disorder",6,2,33
2018,"Conduct Disorder",6,3,5
2018,"Conduct Disorder",6,4,13
2018,"Delirium/Dementia",1,1,52
2018,"Delirium/Dementia",1,2,4
2018,"Delirium/Dementia",1,4,19
2018,"Delirium/Dementia",2,1,70
2018,"Delirium/Dementia",2,2,32
2018,"Delirium/Dementia",2,3,9
2018,"Delirium/Dementia",2,4,33
2018,"Delirium/Dementia",3,1,1449
2018,"Delirium/Dementia",3,2,198
2018,"Delirium/Dementia",3,3,70
2018,"Delirium/Dementia",3,4,475
2018,"Delirium/Dementia",4,1,4
2018,"Delirium/Dementia",4,2,4
2018,"Delirium/Dementia",4,4,2
2018,"Delirium/Dementia",5,1,4135
2018,"Delirium/Dementia",5,2,994
2018,"Delirium/Dementia",5,3,185
2018,"Delirium/Dementia",5,4,1959
2018,"Delirium/Dementia",6,1,538
2018,"Delirium/Dementia",6,2,117
2018,"Delirium/Dementia",6,3,21
2018,"Delirium/Dementia",6,4,281
2018,"Bipolar Disorder",1,1,2017
2018,"Bipolar Disorder",1,2,488
2018,"Bipolar Disorder",1,3,239
2018,"Bipolar Disorder",1,4,767
2018,"Bipolar Disorder",2,1,1644
2018,"Bipolar Disorder",2,2,602
2018,"Bipolar Disorder",2,3,102
2018,"Bipolar Disorder",2,4,488
2018,"Bipolar Disorder",3,1,54965
2018,"Bipolar Disorder",3,2,5519
2018,"Bipolar Disorder",3,3,3745
2018,"Bipolar Disorder",3,4,7414
2018,"Bipolar Disorder",4,1,344
2018,"Bipolar Disorder",4,2,102
2018,"Bipolar Disorder",4,3,47
2018,"Bipolar Disorder",4,4,118
2018,"Bipolar Disorder",5,1,163957
2018,"Bipolar Disorder",5,2,45210
2018,"Bipolar Disorder",5,3,19935
2018,"Bipolar Disorder",5,4,65719
2018,"Bipolar Disorder",6,1,15837
2018,"Bipolar Disorder",6,2,2914
2018,"Bipolar Disorder",6,3,1403
2018,"Bipolar Disorder",6,4,3944
2018,"Depressive Disorder",1,1,6093
2018,"Depressive Disorder",1,2,1178
2018,"Depressive Disorder",1,3,526
2018,"Depressive Disorder",1,4,1454
2018,"Depressive Disorder",2,1,4537
2018,"Depressive Disorder",2,2,1784
2018,"Depressive Disorder",2,3,275
2018,"Depressive Disorder",2,4,1228
2018,"Depressive Disorder",3,1,127738
2018,"Depressive Disorder",3,2,12356
2018,"Depressive Disorder",3,3,8520
2018,"Depressive Disorder",3,4,16917
2018,"Depressive Disorder",4,1,1071
2018,"Depressive Disorder",4,2,279
2018,"Depressive Disorder",4,3,84
2018,"Depressive Disorder",4,4,263
2018,"Depressive Disorder",5,1,355053
2018,"Depressive Disorder",5,2,88558
2018,"Depressive Disorder",5,3,33503
2018,"Depressive Disorder",5,4,113843
2018,"Depressive Disorder",6,1,45397
2018,"Depressive Disorder",6,2,8105
2018,"Depressive Disorder",6,3,3623
2018,"Depressive Disorder",6,4,8525
2018,"Oppositional Defiant Disorder",1,1,637
2018,"Oppositional Defiant Disorder",1,2,2
2018,"Oppositional Defiant Disorder",2,1,300
2018,"Oppositional Defiant Disorder",2,4,1
2018,"Oppositional Defiant Disorder",3,1,24215
2018,"Oppositional Defiant Disorder",3,2,30
2018,"Oppositional Defiant Disorder",3,3,9
2018,"Oppositional Defiant Disorder",3,4,9
2018,"Oppositional Defiant Disorder",4,1,73
2018,"Oppositional Defiant Disorder",5,1,42200
2018,"Oppositional Defiant Disorder",5,2,67
2018,"Oppositional Defiant Disorder",5,3,24
2018,"Oppositional Defiant Disorder",5,4,14
2018,"Oppositional Defiant Disorder",6,1,6976
2018,"Oppositional Defiant Disorder",6,2,9
2018,"Oppositional Defiant Disorder",6,3,3
2018,"Oppositional Defiant Disorder",6,4,2
2018,"Pervasive Developmental Disorders",1,1,318
2018,"Pervasive Developmental Disorders",1,2,1
2018,"Pervasive Developmental Disorders",2,1,807
2018,"Pervasive Developmental Disorders",2,2,2
2018,"Pervasive Developmental Disorders",2,4,1
2018,"Pervasive Developmental Disorders",3,1,7043
2018,"Pervasive Developmental Disorders",3,2,3
2018,"Pervasive Developmental Disorders",3,3,3
2018,"Pervasive Developmental Disorders",3,4,5
2018,"Pervasive Developmental Disorders",4,1,59
2018,"Pervasive Developmental Disorders",4,2,2
2018,"Pervasive Developmental Disorders",5,1,35611
2018,"Pervasive Developmental Disorders",5,2,101
2018,"Pervasive Developmental Disorders",5,3,19
2018,"Pervasive Developmental Disorders",5,4,54
2018,"Pervasive Developmental Disorders",6,1,5443
2018,"Pervasive Developmental Disorders",6,2,14
2018,"Pervasive Developmental Disorders",6,3,4
2018,"Pervasive Developmental Disorders",6,4,7
2018,"Personality Disorders",1,1,206
2018,"Personality Disorders",1,2,34
2018,"Personality Disorders",1,3,19
2018,"Personality Disorders",1,4,40
2018,"Personality Disorders",2,1,95
2018,"Personality Disorders",2,2,38
2018,"Personality Disorders",2,3,3
2018,"Personality Disorders",2,4,30
2018,"Personality Disorders",3,1,3661
2018,"Personality Disorders",3,2,453
2018,"Personality Disorders",3,3,143
2018,"Personality Disorders",3,4,355
2018,"Personality Disorders",4,1,14
2018,"Personality Disorders",4,2,4
2018,"Personality Disorders",4,4,6
2018,"Personality Disorders",5,1,9748
2018,"Personality Disorders",5,2,1979
2018,"Personality Disorders",5,3,846
2018,"Personality Disorders",5,4,2671
2018,"Personality Disorders",6,1,1064
2018,"Personality Disorders",6,2,234
2018,"Personality Disorders",6,3,83
2018,"Personality Disorders",6,4,227
2018,"Schizophrenia or other Psychotic Disorders",1,1,2897
2018,"Schizophrenia or other Psychotic Disorders",1,2,315
2018,"Schizophrenia or other Psychotic Disorders",1,3,203
2018,"Schizophrenia or other Psychotic Disorders",1,4,607
2018,"Schizophrenia or other Psychotic Disorders",2,1,5231
2018,"Schizophrenia or other Psychotic Disorders",2,2,770
2018,"Schizophrenia or other Psychotic Disorders",2,3,197
2018,"Schizophrenia or other Psychotic Disorders",2,4,834
2018,"Schizophrenia or other Psychotic Disorders",3,1,119924
2018,"Schizophrenia or other Psychotic Disorders",3,2,8751
2018,"Schizophrenia or other Psychotic Disorders",3,3,5955
2018,"Schizophrenia or other Psychotic Disorders",3,4,14022
2018,"Schizophrenia or other Psychotic Disorders",4,1,784
2018,"Schizophrenia or other Psychotic Disorders",4,2,105
2018,"Schizophrenia or other Psychotic Disorders",4,3,37
2018,"Schizophrenia or other Psychotic Disorders",4,4,135
2018,"Schizophrenia or other Psychotic Disorders",5,1,158082
2018,"Schizophrenia or other Psychotic Disorders",5,2,18290
2018,"Schizophrenia or other Psychotic Disorders",5,3,8580
2018,"Schizophrenia or other Psychotic Disorders",5,4,38759
2018,"Schizophrenia or other Psychotic Disorders",6,1,19928
2018,"Schizophrenia or other Psychotic Disorders",6,2,2158
2018,"Schizophrenia or other Psychotic Disorders",6,3,1044
2018,"Schizophrenia or other Psychotic Disorders",6,4,3444
2018,"Alcohol/Substance Use Disorders",1,1,638
2018,"Alcohol/Substance Use Disorders",1,2,56
2018,"Alcohol/Substance Use Disorders",1,3,34
2018,"Alcohol/Substance Use Disorders",1,4,84
2018,"Alcohol/Substance Use Disorders",2,1,292
2018,"Alcohol/Substance Use Disorders",2,2,18
2018,"Alcohol/Substance Use Disorders",2,3,11
2018,"Alcohol/Substance Use Disorders",2,4,24
2018,"Alcohol/Substance Use Disorders",3,1,10365
2018,"Alcohol/Substance Use Disorders",3,2,637
2018,"Alcohol/Substance Use Disorders",3,3,321
2018,"Alcohol/Substance Use Disorders",3,4,660
2018,"Alcohol/Substance Use Disorders",4,1,76
2018,"Alcohol/Substance Use Disorders",4,2,40
2018,"Alcohol/Substance Use Disorders",4,3,1
2018,"Alcohol/Substance Use Disorders",4,4,14
2018,"Alcohol/Substance Use Disorders",5,1,31131
2018,"Alcohol/Substance Use Disorders",5,2,5576
2018,"Alcohol/Substance Use Disorders",5,3,2596
2018,"Alcohol/Substance Use Disorders",5,4,7252
2018,"Alcohol/Substance Use Disorders",6,1,2727
2018,"Alcohol/Substance Use Disorders",6,2,425
2018,"Alcohol/Substance Use Disorders",6,3,146
2018,"Alcohol/Substance Use Disorders",6,4,459
2018,"Other Disorder/Condition",1,1,3927
2018,"Other Disorder/Condition",1,2,179
2018,"Other Disorder/Condition",1,3,65
2018,"Other Disorder/Condition",1,4,206
2018,"Other Disorder/Condition",2,1,2567
2018,"Other Disorder/Condition",2,2,258
2018,"Other Disorder/Condition",2,3,29
2018,"Other Disorder/Condition",2,4,158
2018,"Other Disorder/Condition",3,1,49250
2018,"Other Disorder/Condition",3,2,2077
2018,"Other Disorder/Condition",3,3,1057
2018,"Other Disorder/Condition",3,4,2137
2018,"Other Disorder/Condition",4,1,341
2018,"Other Disorder/Condition",4,2,50
2018,"Other Disorder/Condition",4,3,16
2018,"Other Disorder/Condition",4,4,24
2018,"Other Disorder/Condition",5,1,150276
2018,"Other Disorder/Condition",5,2,13341
2018,"Other Disorder/Condition",5,3,4455
2018,"Other Disorder/Condition",5,4,15499
2018,"Other Disorder/Condition",6,1,20838
2018,"Other Disorder/Condition",6,2,1337
2018,"Other Disorder/Condition",6,3,544
2018,"Other Disorder/Condition",6,4,1356
2019,"Missing",1,1,2528
2019,"Missing",1,2,404
2019,"Missing",1,3,161
2019,"Missing",1,4,448
2019,"Missing",2,1,3420
2019,"Missing",2,2,1821
2019,"Missing",2,3,202
2019,"Missing",2,4,739
2019,"Missing",3,1,74591
2019,"Missing",3,2,6140
2019,"Missing",3,3,3794
2019,"Missing",3,4,7222
2019,"Missing",4,1,476
2019,"Missing",4,2,97
2019,"Missing",4,3,22
2019,"Missing",4,4,47
2019,"Missing",5,1,174365
2019,"Missing",5,2,35564
2019,"Missing",5,3,13544
2019,"Missing",5,4,39523
2019,"Missing",6,1,24302
2019,"Missing",6,2,2796
2019,"Missing",6,3,1065
2019,"Missing",6,4,2222
2019,"Trauma/Stress-related Disorder",1,1,8757
2019,"Trauma/Stress-related Disorder",1,2,909
2019,"Trauma/Stress-related Disorder",1,3,342
2019,"Trauma/Stress-related Disorder",1,4,972
2019,"Trauma/Stress-related Disorder",2,1,3065
2019,"Trauma/Stress-related Disorder",2,2,786
2019,"Trauma/Stress-related Disorder",2,3,158
2019,"Trauma/Stress-related Disorder",2,4,340
2019,"Trauma/Stress-related Disorder",3,1,89942
2019,"Trauma/Stress-related Disorder",3,2,5307
2019,"Trauma/Stress-related Disorder",3,3,2402
2019,"Trauma/Stress-related Disorder",3,4,4120
2019,"Trauma/Stress-related Disorder",4,1,1095
2019,"Trauma/Stress-related Disorder",4,2,124
2019,"Trauma/Stress-related Disorder",4,3,41
2019,"Trauma/Stress-related Disorder",4,4,114
2019,"Trauma/Stress-related Disorder",5,1,266753
2019,"Trauma/Stress-related Disorder",5,2,35998
2019,"Trauma/Stress-related Disorder",5,3,12738
2019,"Trauma/Stress-related Disorder",5,4,34350
