"YEAR","MH1","EDUC","RACE","Subgroup_Population"
2016,"Anxiety Disorder",5,5,27032
2016,"Anxiety Disorder",5,6,1349
2016,"ADHD",1,1,1
2016,"ADHD",1,2,2
2016,"ADHD",1,3,289
2016,"ADHD",1,4,1
2016,"ADHD",1,5,481
2016,"ADHD",1,6,51
2016,"ADHD",2,1,1332
2016,"ADHD",2,2,369
2016,"ADHD",2,3,41466
2016,"ADHD",2,4,232
2016,"ADHD",2,5,76805
2016,"ADHD",2,6,9796
2016,"ADHD",3,1,343
2016,"ADHD",3,2,79
2016,"ADHD",3,3,6820
2016,"ADHD",3,4,35
2016,"ADHD",3,5,13654
2016,"ADHD",3,6,1400
2016,"ADHD",4,1,208
2016,"ADHD",4,2,75
2016,"ADHD",4,3,1597
2016,"ADHD",4,4,22
2016,"ADHD",4,5,9612
2016,"ADHD",4,6,600
2016,"ADHD",5,1,64
2016,"ADHD",5,2,54
2016,"ADHD",5,3,391
2016,"ADHD",5,4,23
2016,"ADHD",5,5,4438
2016,"ADHD",5,6,253
2016,"Conduct Disorder",1,1,2
2016,"Conduct Disorder",1,2,3
2016,"Conduct Disorder",1,3,131
2016,"Conduct Disorder",1,5,166
2016,"Conduct Disorder",1,6,14
2016,"Conduct Disorder",2,1,371
2016,"Conduct Disorder",2,2,99
2016,"Conduct Disorder",2,3,7067
2016,"Conduct Disorder",2,4,52
2016,"Conduct Disorder",2,5,13492
2016,"Conduct Disorder",2,6,2025
2016,"Conduct Disorder",3,1,137
2016,"Conduct Disorder",3,2,33
2016,"Conduct Disorder",3,3,2241
2016,"Conduct Disorder",3,4,21
2016,"Conduct Disorder",3,5,3007
2016,"Conduct Disorder",3,6,453
2016,"Conduct Disorder",4,1,37
2016,"Conduct Disorder",4,2,11
2016,"Conduct Disorder",4,3,443
2016,"Conduct Disorder",4,4,7
2016,"Conduct Disorder",4,5,1121
2016,"Conduct Disorder",4,6,96
2016,"Conduct Disorder",5,1,2
2016,"Conduct Disorder",5,2,2
2016,"Conduct Disorder",5,3,65
2016,"Conduct Disorder",5,4,4
2016,"Conduct Disorder",5,5,186
2016,"Conduct Disorder",5,6,17
2016,"Delirium/Dementia",1,1,1
2016,"Delirium/Dementia",1,2,2
2016,"Delirium/Dementia",1,3,18
2016,"Delirium/Dementia",1,5,30
2016,"Delirium/Dementia",1,6,1
2016,"Delirium/Dementia",2,1,11
2016,"Delirium/Dementia",2,2,42
2016,"Delirium/Dementia",2,3,198
2016,"Delirium/Dementia",2,4,7
2016,"Delirium/Dementia",2,5,715
2016,"Delirium/Dementia",2,6,52
2016,"Delirium/Dementia",3,1,15
2016,"Delirium/Dementia",3,2,14
2016,"Delirium/Dementia",3,3,202
2016,"Delirium/Dementia",3,4,18
2016,"Delirium/Dementia",3,5,433
2016,"Delirium/Dementia",3,6,33
2016,"Delirium/Dementia",4,1,30
2016,"Delirium/Dementia",4,2,30
2016,"Delirium/Dementia",4,3,457
2016,"Delirium/Dementia",4,4,46
2016,"Delirium/Dementia",4,5,1596
2016,"Delirium/Dementia",4,6,73
2016,"Delirium/Dementia",5,1,13
2016,"Delirium/Dementia",5,2,12
2016,"Delirium/Dementia",5,3,111
2016,"Delirium/Dementia",5,4,13
2016,"Delirium/Dementia",5,5,559
2016,"Delirium/Dementia",5,6,36
2016,"Bipolar Disorder",1,1,3
2016,"Bipolar Disorder",1,2,4
2016,"Bipolar Disorder",1,3,321
2016,"Bipolar Disorder",1,5,792
2016,"Bipolar Disorder",1,6,55
2016,"Bipolar Disorder",2,1,388
2016,"Bipolar Disorder",2,2,186
2016,"Bipolar Disorder",2,3,5192
2016,"Bipolar Disorder",2,4,69
2016,"Bipolar Disorder",2,5,21649
2016,"Bipolar Disorder",2,6,2250
2016,"Bipolar Disorder",3,1,694
2016,"Bipolar Disorder",3,2,174
2016,"Bipolar Disorder",3,3,11233
2016,"Bipolar Disorder",3,4,110
2016,"Bipolar Disorder",3,5,36288
2016,"Bipolar Disorder",3,6,2480
2016,"Bipolar Disorder",4,1,1241
2016,"Bipolar Disorder",4,2,466
2016,"Bipolar Disorder",4,3,19034
2016,"Bipolar Disorder",4,4,401
2016,"Bipolar Disorder",4,5,91481
2016,"Bipolar Disorder",4,6,4501
2016,"Bipolar Disorder",5,1,720
2016,"Bipolar Disorder",5,2,583
2016,"Bipolar Disorder",5,3,9219
2016,"Bipolar Disorder",5,4,373
2016,"Bipolar Disorder",5,5,52724
2016,"Bipolar Disorder",5,6,2573
2016,"Depressive Disorder",1,1,7
2016,"Depressive Disorder",1,2,2
2016,"Depressive Disorder",1,3,654
2016,"Depressive Disorder",1,5,1089
2016,"Depressive Disorder",1,6,72
2016,"Depressive Disorder",2,1,1347
2016,"Depressive Disorder",2,2,2289
2016,"Depressive Disorder",2,3,12529
2016,"Depressive Disorder",2,4,336
2016,"Depressive Disorder",2,5,55055
2016,"Depressive Disorder",2,6,6562
2016,"Depressive Disorder",3,1,2160
2016,"Depressive Disorder",3,2,771
2016,"Depressive Disorder",3,3,24657
2016,"Depressive Disorder",3,4,359
2016,"Depressive Disorder",3,5,74112
2016,"Depressive Disorder",3,6,6423
2016,"Depressive Disorder",4,1,3211
2016,"Depressive Disorder",4,2,1590
2016,"Depressive Disorder",4,3,39606
2016,"Depressive Disorder",4,4,771
2016,"Depressive Disorder",4,5,157110
2016,"Depressive Disorder",4,6,8633
2016,"Depressive Disorder",5,1,1392
2016,"Depressive Disorder",5,2,957
2016,"Depressive Disorder",5,3,15922
2016,"Depressive Disorder",5,4,609
2016,"Depressive Disorder",5,5,83830
2016,"Depressive Disorder",5,6,4201
2016,"Oppositional Defiant Disorder",1,1,1
2016,"Oppositional Defiant Disorder",1,3,98
2016,"Oppositional Defiant Disorder",1,5,116
2016,"Oppositional Defiant Disorder",1,6,16
2016,"Oppositional Defiant Disorder",2,1,456
2016,"Oppositional Defiant Disorder",2,2,64
2016,"Oppositional Defiant Disorder",2,3,9371
2016,"Oppositional Defiant Disorder",2,4,68
2016,"Oppositional Defiant Disorder",2,5,16101
2016,"Oppositional Defiant Disorder",2,6,2316
2016,"Oppositional Defiant Disorder",3,1,129
2016,"Oppositional Defiant Disorder",3,2,32
2016,"Oppositional Defiant Disorder",3,3,3200
2016,"Oppositional Defiant Disorder",3,4,14
2016,"Oppositional Defiant Disorder",3,5,4239
2016,"Oppositional Defiant Disorder",3,6,635
2016,"Oppositional Defiant Disorder",4,1,9
2016,"Oppositional Defiant Disorder",4,2,3
2016,"Oppositional Defiant Disorder",4,3,369
2016,"Oppositional Defiant Disorder",4,4,1
2016,"Oppositional Defiant Disorder",4,5,626
2016,"Oppositional Defiant Disorder",4,6,70
2016,"Oppositional Defiant Disorder",5,1,1
2016,"Oppositional Defiant Disorder",5,3,26
2016,"Oppositional Defiant Disorder",5,4,1
2016,"Oppositional Defiant Disorder",5,5,64
2016,"Oppositional Defiant Disorder",5,6,2
2016,"Pervasive Developmental Disorders",1,1,2
2016,"Pervasive Developmental Disorders",1,2,5
2016,"Pervasive Developmental Disorders",1,3,234
2016,"Pervasive Developmental Disorders",1,4,2
2016,"Pervasive Developmental Disorders",1,5,553
2016,"Pervasive Developmental Disorders",1,6,76
2016,"Pervasive Developmental Disorders",2,1,92
2016,"Pervasive Developmental Disorders",2,2,171
2016,"Pervasive Developmental Disorders",2,3,1179
2016,"Pervasive Developmental Disorders",2,4,61
2016,"Pervasive Developmental Disorders",2,5,7051
2016,"Pervasive Developmental Disorders",2,6,768
2016,"Pervasive Developmental Disorders",3,1,30
2016,"Pervasive Developmental Disorders",3,2,28
2016,"Pervasive Developmental Disorders",3,3,240
2016,"Pervasive Developmental Disorders",3,4,4
2016,"Pervasive Developmental Disorders",3,5,1542
2016,"Pervasive Developmental Disorders",3,6,130
2016,"Pervasive Developmental Disorders",4,1,16
2016,"Pervasive Developmental Disorders",4,2,25
2016,"Pervasive Developmental Disorders",4,3,283
2016,"Pervasive Developmental Disorders",4,4,21
2016,"Pervasive Developmental Disorders",4,5,2059
2016,"Pervasive Developmental Disorders",4,6,151
2016,"Pervasive Developmental Disorders",5,1,1
2016,"Pervasive Developmental Disorders",5,2,4
2016,"Pervasive Developmental Disorders",5,3,25
2016,"Pervasive Developmental Disorders",5,4,10
2016,"Pervasive Developmental Disorders",5,5,329
2016,"Pervasive Developmental Disorders",5,6,22
2016,"Personality Disorders",1,3,34
2016,"Personality Disorders",1,5,47
2016,"Personality Disorders",1,6,5
2016,"Personality Disorders",2,1,32
2016,"Personality Disorders",2,2,34
2016,"Personality Disorders",2,3,326
2016,"Personality Disorders",2,4,11
2016,"Personality Disorders",2,5,1315
2016,"Personality Disorders",2,6,218
2016,"Personality Disorders",3,1,76
2016,"Personality Disorders",3,2,17
2016,"Personality Disorders",3,3,1484
2016,"Personality Disorders",3,4,36
2016,"Personality Disorders",3,5,2432
2016,"Personality Disorders",3,6,332
2016,"Personality Disorders",4,1,147
2016,"Personality Disorders",4,2,52
2016,"Personality Disorders",4,3,1556
2016,"Personality Disorders",4,4,91
2016,"Personality Disorders",4,5,6649
2016,"Personality Disorders",4,6,434
2016,"Personality Disorders",5,1,56
2016,"Personality Disorders",5,2,48
2016,"Personality Disorders",5,3,611
2016,"Personality Disorders",5,4,94
2016,"Personality Disorders",5,5,3387
2016,"Personality Disorders",5,6,203
2016,"Schizophrenia or other Psychotic Disorders",1,1,14
2016,"Schizophrenia or other Psychotic Disorders",1,2,15
2016,"Schizophrenia or other Psychotic Disorders",1,3,1183
2016,"Schizophrenia or other Psychotic Disorders",1,4,2
2016,"Schizophrenia or other Psychotic Disorders",1,5,981
2016,"Schizophrenia or other Psychotic Disorders",1,6,68
2016,"Schizophrenia or other Psychotic Disorders",2,1,300
2016,"Schizophrenia or other Psychotic Disorders",2,2,647
2016,"Schizophrenia or other Psychotic Disorders",2,3,9452
2016,"Schizophrenia or other Psychotic Disorders",2,4,95
2016,"Schizophrenia or other Psychotic Disorders",2,5,14917
2016,"Schizophrenia or other Psychotic Disorders",2,6,2011
2016,"Schizophrenia or other Psychotic Disorders",3,1,662
2016,"Schizophrenia or other Psychotic Disorders",3,2,657
2016,"Schizophrenia or other Psychotic Disorders",3,3,27072
2016,"Schizophrenia or other Psychotic Disorders",3,4,232
2016,"Schizophrenia or other Psychotic Disorders",3,5,27148
2016,"Schizophrenia or other Psychotic Disorders",3,6,2749
2016,"Schizophrenia or other Psychotic Disorders",4,1,1251
2016,"Schizophrenia or other Psychotic Disorders",4,2,1759
2016,"Schizophrenia or other Psychotic Disorders",4,3,43048
2016,"Schizophrenia or other Psychotic Disorders",4,4,936
2016,"Schizophrenia or other Psychotic Disorders",4,5,65476
2016,"Schizophrenia or other Psychotic Disorders",4,6,4962
2016,"Schizophrenia or other Psychotic Disorders",5,1,422
2016,"Schizophrenia or other Psychotic Disorders",5,2,1312
2016,"Schizophrenia or other Psychotic Disorders",5,3,13980
2016,"Schizophrenia or other Psychotic Disorders",5,4,421
2016,"Schizophrenia or other Psychotic Disorders",5,5,28558
2016,"Schizophrenia or other Psychotic Disorders",5,6,2042
2016,"Alcohol/Substance Use Disorders",1,1,2
2016,"Alcohol/Substance Use Disorders",1,2,1
2016,"Alcohol/Substance Use Disorders",1,3,18
2016,"Alcohol/Substance Use Disorders",1,5,15
2016,"Alcohol/Substance Use Disorders",2,1,29
2016,"Alcohol/Substance Use Disorders",2,2,4
2016,"Alcohol/Substance Use Disorders",2,3,234
2016,"Alcohol/Substance Use Disorders",2,4,19
2016,"Alcohol/Substance Use Disorders",2,5,1025
2016,"Alcohol/Substance Use Disorders",2,6,173
2016,"Alcohol/Substance Use Disorders",3,1,100
2016,"Alcohol/Substance Use Disorders",3,2,12
2016,"Alcohol/Substance Use Disorders",3,3,802
2016,"Alcohol/Substance Use Disorders",3,4,115
2016,"Alcohol/Substance Use Disorders",3,5,3411
2016,"Alcohol/Substance Use Disorders",3,6,253
2016,"Alcohol/Substance Use Disorders",4,1,181
2016,"Alcohol/Substance Use Disorders",4,2,23
2016,"Alcohol/Substance Use Disorders",4,3,1173
2016,"Alcohol/Substance Use Disorders",4,4,316
2016,"Alcohol/Substance Use Disorders",4,5,6864
2016,"Alcohol/Substance Use Disorders",4,6,342
2016,"Alcohol/Substance Use Disorders",5,1,58
2016,"Alcohol/Substance Use Disorders",5,2,32
2016,"Alcohol/Substance Use Disorders",5,3,448
2016,"Alcohol/Substance Use Disorders",5,4,213
2016,"Alcohol/Substance Use Disorders",5,5,4350
2016,"Alcohol/Substance Use Disorders",5,6,148
2016,"Other Disorder/Condition",1,1,5
2016,"Other Disorder/Condition",1,2,4
2016,"Other Disorder/Condition",1,3,440
2016,"Other Disorder/Condition",1,4,1
2016,"Other Disorder/Condition",1,5,700
2016,"Other Disorder/Condition",1,6,48
2016,"Other Disorder/Condition",2,1,640
2016,"Other Disorder/Condition",2,2,408
2016,"Other Disorder/Condition",2,3,7514
2016,"Other Disorder/Condition",2,4,251
2016,"Other Disorder/Condition",2,5,22531
2016,"Other Disorder/Condition",2,6,3004
2016,"Other Disorder/Condition",3,1,350
2016,"Other Disorder/Condition",3,2,167
2016,"Other Disorder/Condition",3,3,4753
2016,"Other Disorder/Condition",3,4,101
2016,"Other Disorder/Condition",3,5,12978
2016,"Other Disorder/Condition",3,6,1254
2016,"Other Disorder/Condition",4,1,394
2016,"Other Disorder/Condition",4,2,206
2016,"Other Disorder/Condition",4,3,4791
2016,"Other Disorder/Condition",4,4,223
2016,"Other Disorder/Condition",4,5,20442
2016,"Other Disorder/Condition",4,6,1083
2016,"Other Disorder/Condition",5,1,140
2016,"Other Disorder/Condition",5,2,135
2016,"Other Disorder/Condition",5,3,1601
2016,"Other Disorder/Condition",5,4,123
2016,"Other Disorder/Condition",5,5,9786
2016,"Other Disorder/Condition",5,6,487
2017,"Missing",1,1,17
2017,"Missing",1,2,13
2017,"Missing",1,3,788
2017,"Missing",1,4,1
2017,"Missing",1,5,1329
2017,"Missing",1,6,429
2017,"Missing",2,1,693
2017,"Missing",2,2,1289
2017,"Missing",2,3,14326
2017,"Missing",2,4,52
2017,"Missing",2,5,31746
2017,"Missing",2,6,10203
2017,"Missing",3,1,598
2017,"Missing",3,2,436
2017,"Missing",3,3,12622
2017,"Missing",3,4,35
2017,"Missing",3,5,26980
2017,"Missing",3,6,6103
2017,"Missing",4,1,1005
2017,"Missing",4,2,645
2017,"Missing",4,3,18996
2017,"Missing",4,4,78
2017,"Missing",4,5,55643
2017,"Missing",4,6,8586
2017,"Missing",5,1,327
2017,"Missing",5,2,542
2017,"Missing",5,3,7270
2017,"Missing",5,4,32
2017,"Missing",5,5,26204
2017,"Missing",5,6,3917
2017,"Trauma/Stress-related Disorder",1,1,6
2017,"Trauma/Stress-related Disorder",1,2,2
2017,"Trauma/Stress-related Disorder",1,3,187
2017,"Trauma/Stress-related Disorder",1,4,3
2017,"Trauma/Stress-related Disorder",1,5,530
2017,"Trauma/Stress-related Disorder",1,6,58
2017,"Trauma/Stress-related Disorder",2,1,3362
2017,"Trauma/Stress-related Disorder",2,2,1657
2017,"Trauma/Stress-related Disorder",2,3,21263
2017,"Trauma/Stress-related Disorder",2,4,299
2017,"Trauma/Stress-related Disorder",2,5,75706
2017,"Trauma/Stress-related Disorder",2,6,12770
2017,"Trauma/Stress-related Disorder",3,1,1481
2017,"Trauma/Stress-related Disorder",3,2,590
2017,"Trauma/Stress-related Disorder",3,3,11868
2017,"Trauma/Stress-related Disorder",3,4,122
2017,"Trauma/Stress-related Disorder",3,5,33905
2017,"Trauma/Stress-related Disorder",3,6,4679
2017,"Trauma/Stress-related Disorder",4,1,2105
2017,"Trauma/Stress-related Disorder",4,2,913
2017,"Trauma/Stress-related Disorder",4,3,15088
2017,"Trauma/Stress-related Disorder",4,4,224
2017,"Trauma/Stress-related Disorder",4,5,62238
2017,"Trauma/Stress-related Disorder",4,6,5292
2017,"Trauma/Stress-related Disorder",5,1,938
2017,"Trauma/Stress-related Disorder",5,2,666
2017,"Trauma/Stress-related Disorder",5,3,6359
2017,"Trauma/Stress-related Disorder",5,4,121
2017,"Trauma/Stress-related Disorder",5,5,36267
2017,"Trauma/Stress-related Disorder",5,6,2919
2017,"Anxiety Disorder",1,1,1
2017,"Anxiety Disorder",1,2,6
2017,"Anxiety Disorder",1,3,256
2017,"Anxiety Disorder",1,5,1049
2017,"Anxiety Disorder",1,6,96
2017,"Anxiety Disorder",2,1,1371
2017,"Anxiety Disorder",2,2,1219
2017,"Anxiety Disorder",2,3,6874
2017,"Anxiety Disorder",2,4,130
2017,"Anxiety Disorder",2,5,44784
2017,"Anxiety Disorder",2,6,6170
2017,"Anxiety Disorder",3,1,1082
2017,"Anxiety Disorder",3,2,408
2017,"Anxiety Disorder",3,3,5257
2017,"Anxiety Disorder",3,4,65
2017,"Anxiety Disorder",3,5,30962
2017,"Anxiety Disorder",3,6,2930
2017,"Anxiety Disorder",4,1,1714
2017,"Anxiety Disorder",4,2,781
2017,"Anxiety Disorder",4,3,8643
2017,"Anxiety Disorder",4,4,118
2017,"Anxiety Disorder",4,5,66493
2017,"Anxiety Disorder",4,6,4071
2017,"Anxiety Disorder",5,1,670
2017,"Anxiety Disorder",5,2,553
2017,"Anxiety Disorder",5,3,4113
2017,"Anxiety Disorder",5,4,82
2017,"Anxiety Disorder",5,5,37263
2017,"Anxiety Disorder",5,6,2391
2017,"ADHD",1,1,2
2017,"ADHD",1,2,5
2017,"ADHD",1,3,331
2017,"ADHD",1,4,1
2017,"ADHD",1,5,544
2017,"ADHD",1,6,93
2017,"ADHD",2,1,1288
2017,"ADHD",2,2,497
2017,"ADHD",2,3,43981
2017,"ADHD",2,4,118
2017,"ADHD",2,5,76634
2017,"ADHD",2,6,11638
2017,"ADHD",3,1,310
2017,"ADHD",3,2,133
2017,"ADHD",3,3,7285
2017,"ADHD",3,4,29
2017,"ADHD",3,5,14781
2017,"ADHD",3,6,1926
2017,"ADHD",4,1,205
2017,"ADHD",4,2,102
2017,"ADHD",4,3,1919
2017,"ADHD",4,4,16
2017,"ADHD",4,5,10654
2017,"ADHD",4,6,816
2017,"ADHD",5,1,66
2017,"ADHD",5,2,72
2017,"ADHD",5,3,440
2017,"ADHD",5,4,7
2017,"ADHD",5,5,5047
2017,"ADHD",5,6,333
2017,"Conduct Disorder",1,1,2
2017,"Conduct Disorder",1,2,6
2017,"Conduct Disorder",1,3,170
2017,"Conduct Disorder",1,4,2
2017,"Conduct Disorder",1,5,210
2017,"Conduct Disorder",1,6,28
2017,"Conduct Disorder",2,1,348
2017,"Conduct Disorder",2,2,117
2017,"Conduct Disorder",2,3,7811
2017,"Conduct Disorder",2,4,29
2017,"Conduct Disorder",2,5,11761
2017,"Conduct Disorder",2,6,2281
2017,"Conduct Disorder",3,1,107
2017,"Conduct Disorder",3,2,47
2017,"Conduct Disorder",3,3,2715
2017,"Conduct Disorder",3,4,20
2017,"Conduct Disorder",3,5,3355
2017,"Conduct Disorder",3,6,572
2017,"Conduct Disorder",4,1,40
2017,"Conduct Disorder",4,2,22
2017,"Conduct Disorder",4,3,596
2017,"Conduct Disorder",4,4,4
2017,"Conduct Disorder",4,5,1522
2017,"Conduct Disorder",4,6,134
2017,"Conduct Disorder",5,1,5
2017,"Conduct Disorder",5,2,3
2017,"Conduct Disorder",5,3,83
2017,"Conduct Disorder",5,5,249
2017,"Conduct Disorder",5,6,18
2017,"Delirium/Dementia",1,1,1
2017,"Delirium/Dementia",1,3,24
2017,"Delirium/Dementia",1,5,74
2017,"Delirium/Dementia",1,6,4
2017,"Delirium/Dementia",2,1,16
2017,"Delirium/Dementia",2,2,29
2017,"Delirium/Dementia",2,3,208
2017,"Delirium/Dementia",2,4,1
2017,"Delirium/Dementia",2,5,786
2017,"Delirium/Dementia",2,6,93
2017,"Delirium/Dementia",3,1,14
2017,"Delirium/Dementia",3,2,8
2017,"Delirium/Dementia",3,3,237
2017,"Delirium/Dementia",3,4,2
2017,"Delirium/Dementia",3,5,590
2017,"Delirium/Dementia",3,6,76
2017,"Delirium/Dementia",4,1,19
2017,"Delirium/Dementia",4,2,20
2017,"Delirium/Dementia",4,3,516
2017,"Delirium/Dementia",4,4,7
2017,"Delirium/Dementia",4,5,1979
2017,"Delirium/Dementia",4,6,196
2017,"Delirium/Dementia",5,1,8
2017,"Delirium/Dementia",5,2,15
2017,"Delirium/Dementia",5,3,157
2017,"Delirium/Dementia",5,4,1
2017,"Delirium/Dementia",5,5,729
2017,"Delirium/Dementia",5,6,75
2017,"Bipolar Disorder",1,1,11
2017,"Bipolar Disorder",1,2,12
2017,"Bipolar Disorder",1,3,487
2017,"Bipolar Disorder",1,4,2
2017,"Bipolar Disorder",1,5,1298
2017,"Bipolar Disorder",1,6,128
2017,"Bipolar Disorder",2,1,315
2017,"Bipolar Disorder",2,2,182
2017,"Bipolar Disorder",2,3,4711
2017,"Bipolar Disorder",2,4,37
2017,"Bipolar Disorder",2,5,19961
2017,"Bipolar Disorder",2,6,2154
2017,"Bipolar Disorder",3,1,746
2017,"Bipolar Disorder",3,2,241
2017,"Bipolar Disorder",3,3,12284
2017,"Bipolar Disorder",3,4,63
2017,"Bipolar Disorder",3,5,39309
2017,"Bipolar Disorder",3,6,3610
2017,"Bipolar Disorder",4,1,1552
2017,"Bipolar Disorder",4,2,806
2017,"Bipolar Disorder",4,3,21917
2017,"Bipolar Disorder",4,4,198
2017,"Bipolar Disorder",4,5,107676
2017,"Bipolar Disorder",4,6,7216
2017,"Bipolar Disorder",5,1,879
2017,"Bipolar Disorder",5,2,870
2017,"Bipolar Disorder",5,3,11299
2017,"Bipolar Disorder",5,4,127
2017,"Bipolar Disorder",5,5,64448
2017,"Bipolar Disorder",5,6,4388
2017,"Depressive Disorder",1,1,21
2017,"Depressive Disorder",1,2,22
2017,"Depressive Disorder",1,3,911
2017,"Depressive Disorder",1,4,3
2017,"Depressive Disorder",1,5,1785
2017,"Depressive Disorder",1,6,165
2017,"Depressive Disorder",2,1,1724
2017,"Depressive Disorder",2,2,2577
2017,"Depressive Disorder",2,3,14181
2017,"Depressive Disorder",2,4,251
2017,"Depressive Disorder",2,5,61923
2017,"Depressive Disorder",2,6,9053
2017,"Depressive Disorder",3,1,2396
2017,"Depressive Disorder",3,2,1097
2017,"Depressive Disorder",3,3,29242
2017,"Depressive Disorder",3,4,219
2017,"Depressive Disorder",3,5,87845
2017,"Depressive Disorder",3,6,9673
2017,"Depressive Disorder",4,1,3785
2017,"Depressive Disorder",4,2,2037
2017,"Depressive Disorder",4,3,46397
2017,"Depressive Disorder",4,4,405
2017,"Depressive Disorder",4,5,191195
2017,"Depressive Disorder",4,6,13739
2017,"Depressive Disorder",5,1,1659
2017,"Depressive Disorder",5,2,1588
2017,"Depressive Disorder",5,3,21094
2017,"Depressive Disorder",5,4,247
2017,"Depressive Disorder",5,5,107438
2017,"Depressive Disorder",5,6,7536
2017,"Oppositional Defiant Disorder",1,1,2
2017,"Oppositional Defiant Disorder",1,3,112
2017,"Oppositional Defiant Disorder",1,5,113
2017,"Oppositional Defiant Disorder",1,6,16
2017,"Oppositional Defiant Disorder",2,1,512
2017,"Oppositional Defiant Disorder",2,2,99
2017,"Oppositional Defiant Disorder",2,3,11217
2017,"Oppositional Defiant Disorder",2,4,41
2017,"Oppositional Defiant Disorder",2,5,18108
2017,"Oppositional Defiant Disorder",2,6,3427
2017,"Oppositional Defiant Disorder",3,1,124
2017,"Oppositional Defiant Disorder",3,2,61
2017,"Oppositional Defiant Disorder",3,3,3769
2017,"Oppositional Defiant Disorder",3,4,6
2017,"Oppositional Defiant Disorder",3,5,5055
2017,"Oppositional Defiant Disorder",3,6,959
2017,"Oppositional Defiant Disorder",4,1,14
2017,"Oppositional Defiant Disorder",4,2,9
2017,"Oppositional Defiant Disorder",4,3,405
2017,"Oppositional Defiant Disorder",4,4,3
2017,"Oppositional Defiant Disorder",4,5,735
2017,"Oppositional Defiant Disorder",4,6,127
2017,"Oppositional Defiant Disorder",5,2,2
2017,"Oppositional Defiant Disorder",5,3,35
2017,"Oppositional Defiant Disorder",5,5,64
2017,"Oppositional Defiant Disorder",5,6,4
2017,"Pervasive Developmental Disorders",1,1,9
2017,"Pervasive Developmental Disorders",1,2,35
2017,"Pervasive Developmental Disorders",1,3,575
2017,"Pervasive Developmental Disorders",1,4,2
2017,"Pervasive Developmental Disorders",1,5,1855
2017,"Pervasive Developmental Disorders",1,6,399
2017,"Pervasive Developmental Disorders",2,1,48
2017,"Pervasive Developmental Disorders",2,2,75
2017,"Pervasive Developmental Disorders",2,3,1132
2017,"Pervasive Developmental Disorders",2,4,7
2017,"Pervasive Developmental Disorders",2,5,4504
2017,"Pervasive Developmental Disorders",2,6,1097
2017,"Pervasive Developmental Disorders",3,1,17
2017,"Pervasive Developmental Disorders",3,2,32
2017,"Pervasive Developmental Disorders",3,3,297
2017,"Pervasive Developmental Disorders",3,4,1
2017,"Pervasive Developmental Disorders",3,5,1488
2017,"Pervasive Developmental Disorders",3,6,255
2017,"Pervasive Developmental Disorders",4,1,11
2017,"Pervasive Developmental Disorders",4,2,41
2017,"Pervasive Developmental Disorders",4,3,533
2017,"Pervasive Developmental Disorders",4,4,6
2017,"Pervasive Developmental Disorders",4,5,2716
2017,"Pervasive Developmental Disorders",4,6,431
2017,"Pervasive Developmental Disorders",5,2,10
2017,"Pervasive Developmental Disorders",5,3,58
2017,"Pervasive Developmental Disorders",5,4,2
2017,"Pervasive Developmental Disorders",5,5,436
2017,"Pervasive Developmental Disorders",5,6,45
2017,"Personality Disorders",1,1,1
2017,"Personality Disorders",1,3,33
2017,"Personality Disorders",1,5,83
2017,"Personality Disorders",1,6,7
2017,"Personality Disorders",2,1,46
2017,"Personality Disorders",2,2,20
2017,"Personality Disorders",2,3,366
2017,"Personality Disorders",2,4,2
2017,"Personality Disorders",2,5,1413
2017,"Personality Disorders",2,6,226
2017,"Personality Disorders",3,1,106
2017,"Personality Disorders",3,2,18
2017,"Personality Disorders",3,3,1643
2017,"Personality Disorders",3,4,7
2017,"Personality Disorders",3,5,2817
2017,"Personality Disorders",3,6,409
2017,"Personality Disorders",4,1,184
2017,"Personality Disorders",4,2,72
2017,"Personality Disorders",4,3,2067
2017,"Personality Disorders",4,4,14
2017,"Personality Disorders",4,5,8538
2017,"Personality Disorders",4,6,552
2017,"Personality Disorders",5,1,71
2017,"Personality Disorders",5,2,75
2017,"Personality Disorders",5,3,724
2017,"Personality Disorders",5,4,9
2017,"Personality Disorders",5,5,4562
2017,"Personality Disorders",5,6,280
2017,"Schizophrenia or other Psychotic Disorders",1,1,26
2017,"Schizophrenia or other Psychotic Disorders",1,2,37
2017,"Schizophrenia or other Psychotic Disorders",1,3,1694
2017,"Schizophrenia or other Psychotic Disorders",1,4,2
2017,"Schizophrenia or other Psychotic Disorders",1,5,1652
2017,"Schizophrenia or other Psychotic Disorders",1,6,246
2017,"Schizophrenia or other Psychotic Disorders",2,1,439
2017,"Schizophrenia or other Psychotic Disorders",2,2,792
2017,"Schizophrenia or other Psychotic Disorders",2,3,10994
2017,"Schizophrenia or other Psychotic Disorders",2,4,82
2017,"Schizophrenia or other Psychotic Disorders",2,5,18156
2017,"Schizophrenia or other Psychotic Disorders",2,6,2713
2017,"Schizophrenia or other Psychotic Disorders",3,1,889
2017,"Schizophrenia or other Psychotic Disorders",3,2,835
2017,"Schizophrenia or other Psychotic Disorders",3,3,32202
2017,"Schizophrenia or other Psychotic Disorders",3,4,142
2017,"Schizophrenia or other Psychotic Disorders",3,5,33875
2017,"Schizophrenia or other Psychotic Disorders",3,6,4564
2017,"Schizophrenia or other Psychotic Disorders",4,1,1600
2017,"Schizophrenia or other Psychotic Disorders",4,2,2247
